GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: 089_3
InfoText: This data contains the initial training samples collected, in the format x_orientation, y_orientation, z_orientation, x_accel, y_accel, z_accel.
NumDimensions: 3
TotalNumTrainingExamples: 225
NumberOfClasses: 3
ClassIDsAndCounters: 
1	75
2	75
3	75
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
-0.16	-2.04	8.91
-1.15	1.42	5.52
-0.34	2.45	6.21
-0.71	5.31	3.72
-1.1	3.6	1.2
-0.93	6.9	-3.31
-1.16	4.66	-0.01
-1.09	3.48	-3.13
-0.88	1.73	-4.27
-0.09	-3.08	-3.06
-0.82	-3.86	-2.24
1.42	-6.14	-2.85
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
-0.14	-0.81	2.48
1.31	-0.33	-0.16
-1.2	3.75	2.36
-0.62	6.31	-0.85
-0.65	2.83	-3.84
-0.42	1.42	-8.54
-0.27	0.29	-7.33
-0.14	-1	-7.12
-0.35	-1.05	-6.24
-2.58	-3.05	-3.44
-2.63	-4.34	0.97
-0.63	-6.08	-0.38
-5.22	-5.2	6.42
-1.19	-2.56	3.9
-2.95	-5.79	8.09
-2.89	-2.39	6.25
-3.22	1.4	10.19
-2.95	5.92	7.62
-3.65	7.87	7.19
-3.67	7.8	3.51
-3.12	5.91	-0.22
-3.75	7.3	-3.36
-3.43	3.68	-5.48
-3.25	0.99	-8.78
-0.66	-0.55	-8.85
-1.02	-0.82	-6.41
1.35	-4.32	-5.7
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.85	3.64	-2.51
-0.59	0.52	-6.34
-0.08	0.52	-7.52
-2.81	-3.98	-1.84
-1.17	-2.61	-0.08
-1.25	-5.16	1.56
-3.61	-5.5	3.37
-0.94	-6.66	2.41
-3.29	-4.23	8.49
-1	-4.56	1.19
-3.63	-1.13	7.73
-3.76	2.86	7.38
-2.87	7.56	8.72
-3.22	6.57	7.32
-3.25	5.03	4.41
-3.72	5.62	1.1
-3.59	4.02	-1.47
-3.11	1.44	-3.73
-2.75	1.57	-3.89
-1.2	2.55	-5.77
-0.99	2.44	-5.24
-0.84	0.94	-5.2
-0.88	-0.5	-4.34
2.3	-5.4	-6.25
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 28
TimeSeriesData: 
-1.09	1.53	0.53
-0.69	2.11	-1.04
-1.13	2.39	-2.7
-0.99	3.4	-5.72
-0.05	1.04	-6.08
-0.89	0.67	-4.12
-0.61	-1.39	-5.63
-0.84	-5.05	-2.76
-3.31	-6.34	0.21
-1.27	-5.78	1.25
-3.21	-3.55	3.43
-3.66	-3.24	4.18
-2.97	-3.63	2.76
-3.29	-4.52	6.18
-3.52	-0.62	7.66
-3.13	2.53	9.56
-2.71	6.33	2.99
-3.84	3.17	7.24
-1.06	4.41	1.2
-2.85	4.32	3.14
-3.18	2.45	-1.82
-3.83	3.03	-1.15
-2.75	2.42	-5.19
-3.62	1.91	-2.22
-2.57	3.14	-7.1
-3.25	-0.45	-5.07
1.43	-3.48	-8.77
-0.05	-2.85	-4.17
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 28
TimeSeriesData: 
-0.04	3.19	0.16
-0.5	4.3	-0.59
-0.49	1.95	-2.91
-0.52	1.15	-3.91
-0.07	0.68	-4.93
-1.14	-1.71	-1.94
-0.28	-0.98	-3.6
-0.56	-3.83	-2.66
-0.92	-3.72	0.57
-2.59	-6.59	0.03
-2.9	-2.9	1.3
-3.71	-4.33	3.86
-3.72	-5.03	6.61
-3.05	-1.05	8.26
-3.09	-0.17	5.33
-3.67	3.12	6.58
-3.56	6.19	6.7
-2.68	7.34	6.43
-2.83	6.13	3.45
-3.15	3.65	2.04
-3.42	3.81	-0.31
-3.38	3.36	-1.27
-2.73	1.62	-5
-0.92	0.34	-8.32
-0.97	1.01	-6.3
-0.81	-0.97	-7.48
-0.01	-1.65	-5.91
-0.87	-8.59	2.53
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 26
TimeSeriesData: 
-0.5	3.14	0.14
-2.68	5	-2.05
-2.43	2.67	-2.89
-1.01	2.99	-6.08
-0.83	-2.29	-1.33
-0.03	-4.4	-3.39
-0.98	-3.71	-0.2
-0.93	-3.43	-1.6
-0.71	-7.2	0.39
-2.73	-4.55	0.63
-3.7	-5.72	3.55
-3.77	-1.2	3.59
-5.5	-0.21	12.86
-0.92	2.46	3.21
-2.71	0.96	9.16
-3	4.28	2.68
-2.97	5.75	8.47
-3.16	8.97	3.31
-3.19	6.38	-0.2
-4.14	4.27	-2.99
-2.62	2.14	-3.02
-1.28	0.91	-6.47
-2.91	0.2	-4.22
-0.74	-0.25	-4.95
-0.64	-3.07	-6.6
-0.45	-6.09	-1.49
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 27
TimeSeriesData: 
-1.16	1.92	0.01
-0.36	2.52	1.23
-0.2	3.31	-2.48
-2.8	3.63	-2.01
-1.16	2.67	-5.21
-0.56	-1.41	-2.28
-1.06	-1.15	-3.11
-0.04	-4.62	-1.84
-0.55	-2.96	-3.01
-0.79	-5.11	-0.14
-3.5	-5.59	1.92
-2.88	-2.71	1.46
-2.81	-6.02	5.85
-2.6	-1.37	6.7
-5.29	-0.57	9.74
-3.59	6.29	5.35
-4.36	4.27	7.28
-3.84	7.66	3.79
-3.26	5.06	3.68
-3.12	4.81	0.52
-3.23	2.93	-0.89
-3.47	1.97	-5.91
-3.1	2.54	-5.8
-0.71	-0.43	-5.91
-0.94	0.29	-3.94
-1.26	-1.71	-5.79
-0.94	-3.11	-2.31
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 26
TimeSeriesData: 
-0.66	3.24	-0.56
-0.24	3.34	-2.94
-0.49	2.24	-3.31
-0.57	0.01	-3.21
-0.05	-0.6	-6.26
-0.74	-2.3	-1.1
-0.18	-0.78	-4.4
-2.57	-2.25	-0.19
-0.68	-5.53	-2.49
-3.49	-4.38	1.96
-3.32	-5.51	0.43
-3.68	-6	5.55
-5.18	-3.23	7.51
-3.75	0.76	9.18
-2.92	4.49	5.69
-3.18	5.01	8.58
