GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: initialTrainingData
InfoText: This data contains the initial training samples collected, in the format x_orientation, y_orientation, z_orientation, x_accel, y_accel, z_accel.
NumDimensions: 6
TotalNumTrainingExamples: 58
NumberOfClasses: 3
ClassIDsAndCounters: 
1	18
2	20
3	20
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 33
TimeSeriesData: 
196.562	19.125	-19.3125	-7.07	3.32	-7.57
186.188	22.8125	-14.625	-8.23	-2.05	-4.19
176.312	23.5	-6.5625	-4.7	-9.02	-9.2
170.375	20.25	-4.5	-2.06	-11.76	-6.06
167.562	13.0625	-2.8125	0.11	-7.89	1.72
169.375	4.9375	-2.5625	0.25	-4.52	7.83
173.75	-0.5	-2.3125	-0.66	-1.69	7.36
179.188	-2.1875	-4.4375	0.25	4.06	3.97
181.875	-0.875	-5.9375	0.72	5.89	-0.24
183.75	0.375	-8	0.16	2.42	-1.52
183.375	1.125	-8.0625	-0.21	0.55	0
183	1.5625	-7.9375	-0.14	-0.47	0.17
182.812	1.6875	-7.625	-0.25	-0.15	0.29
182.5	1.9375	-7.4375	-0.07	-0.04	-0.07
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 28
TimeSeriesData: 
176.875	5	-2.5	0.04	0.07	-0.13
176.812	5	-2.5	-0.03	0.12	0.29
176.75	5	-2.4375	-0.1	-0.2	0.26
176.75	5	-2.5	-0.03	0.13	0.08
176.75	5	-2.625	-0.03	0.26	0.19
176.625	5.0625	-2.5625	0	-0.18	-0.19
176.625	5	-2.625	-0.04	0.04	0.2
176.688	5	-2.6875	-0.03	0.25	0.21
176.625	5.0625	-2.6875	0.19	0.31	-0.36
176.5	5	-2.75	0.15	-0.17	-2.37
176.312	4.125	-3.4375	0.62	-6.68	-4.46
179.312	1	-4.875	0.87	-7.18	0.91
185.062	-3.125	-7.4375	-2.85	-3.68	11
192.188	-3.6875	-10.625	-0.83	12.01	9.21
196.938	0.25	-13	-3.87	8	6.19
199.062	6.9375	-14.5	-5.26	7.64	-2.81
198.188	13.5625	-16.5625	-5.98	5.25	-6.68
192.875	19	-15.6875	-6	1.85	-9.45
185.562	22.1875	-13.4375	-7.53	-4.39	-8.86
176.688	22.3125	-9.625	-3.03	-10.3	-10.06
171.688	15.9375	-5.4375	-1.73	-11.62	-1.62
171.312	6.875	-4.6875	-0.34	-5.69	5.56
172.875	0.625	-3.9375	0.71	-3.47	8.25
176	-2.0625	-4.5625	1.97	4.28	5.66
177.062	-2	-5.0625	-0.21	0.45	2.79
